,0,1,2
57,data/uberduck-multispeakerwavs/vdialoguec_normaltoalert_00175176_1.wav,I heard something.,1
58,data/uberduck-multispeakerwavs/vdialoguec_normaltoalert_00175177_1.wav,Alway someone there.,1
59,data/uberduck-multispeakerwavs/vdialoguec_normaltocombat_001750ea_1.wav,Another kill to my name.,1
60,data/uberduck-multispeakerwavs/vdialoguec_normaltocombat_001750eb_1.wav,Die Coward.,1
61,data/uberduck-multispeakerwavs/vdialoguec_normaltocombat_001750ec_1.wav,Death to profligates.,1
62,data/uberduck-multispeakerwavs/vdialoguec_playerfireweapo_00175138_1.wav,Put that away.,1
63,data/uberduck-multispeakerwavs/vdialoguec_playerfireweapo_00175139_1.wav,Mind your weapon.,1
64,data/uberduck-multispeakerwavs/vdialoguec_playerinironsit_00175151_1.wav,You think? I don't see that?,1
65,data/uberduck-multispeakerwavs/vdialoguec_playerinironsit_00175152_1.wav,Don't tap me.,1
66,data/uberduck-multispeakerwavs/vdialoguec_playerlaymine_00175121_1.wav,I see what you're doing.,1
67,data/uberduck-multispeakerwavs/vdialoguec_playerthrowgren_00152cd4_1.wav,Grenade.,1
68,data/uberduck-multispeakerwavs/vdialoguec_playerthrowgren_001750d1_1.wav,Explosive.,1
69,data/uberduck-multispeakerwavs/vdialoguec_steal_00175203_1.wav,You have no honor.,1
70,data/uberduck-multispeakerwavs/vdialoguec_steal_00175204_1.wav,You debate yourself.,1
71,data/uberduck-multispeakerwavs/vdialoguec_steal_00175205_1.wav,Honorable thief.,1
72,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a3a_1.wav,"I know he's a coward, hiding behind an army of robots ensconced in that tower of his, like a wizard in one of those grognack comic books.",1
73,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a3a_2.wav,"Some say he's a man, others a machine. I don't care, he's in the way.",1
74,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a3d_1.wav,I have analyzed the Regent's tribe to determine how they might be useful. I may tell you more at a later time if it suits me.,1
75,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a3e_1.wav,Here this document has clear instructions on what to do next.,1
76,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a3e_2.wav,Here these written orders make it plain.,1
77,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a3e_3.wav,These written orders will tell you what to do next.,1
78,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a3f_1.wav,See wolves for details about your next mission.,1
79,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a3f_2.wav,"For further instructions, see Wolpe.",1
80,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a3f_3.wav,Go see wares. He'll brief you.,1
81,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a40_1.wav,Go see Lucius for details about your next mission.,1
82,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a40_2.wav,"For further instructions, see Lucius.",1
83,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a40_3.wav,"Go see Lucius, he'll brief you.",1
84,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a42_1.wav,"I used Imperial Rome as the model for my legion, precisely because it was so foreign, so alien.",1
85,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a42_2.wav,I 'd seen what had become of the N C R's attempts to emulate the culture of pre war America the in fighting the corruption.,1
86,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a42_3.wav,It dedicated its citizens to something higher than themselves to the idea of Rome itself.,1
87,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a42_4.wav,"In Rome, I found a template for a society equal to the challenges of the post apocalyptic world. A society that could and would survive.",1
88,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a42_5.wav,Rome was a highly militarized autocracy that effectively integrated the foreign cultures it conquered.,1
89,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a42_6.wav,A society that could prevent mankind from fracturing and destroying itself in this new world by establishing a new Pax Romana.,1
90,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a43_1.wav,"It means a nationalist, imperialist, totalitarian, homogeneous culture that obliterates the identity of every group it conquers.",1
91,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a43_2.wav,"Long term stability at all costs. The individual has no value beyond his utility to the state, whether as an instrument of war or production,",1
92,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a45_1.wav,"No, I'll destroy it because it's inevitable that it be destroyed. It's Hegelian dialectics, not personal animosity.",1
93,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a47_1.wav,Hill hand it to that piece of shit. He was determined. he used some kind of old world stealth device to get across the river in a Legion boat.,1
94,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a47_2.wav,"Seems a device ran out of juice once he got here, but he was dressed like a legionary. He was caught just outside the weather station.",1
95,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a47_3.wav,Se thing is he didn't change his hair style to go to all that effort and fail because you're too vain to mussh your hair.,1
96,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a4a_2.wav,"There were tales once of a cantable tribe near Vegas, one that hid itself in a cavern far below ground, hunting men as prey above.",1
97,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a4a_3.wav,"The scouts I occasionally sent west many years ago reported these tales, but never had contact. Well, except the ones who went missing. perhaps?",1
98,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a4a_4.wav,There are rumors that The White Gloves might be this lost tribe. Maybe you can help them find themselves?,1
99,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a54_1.wav,"Ironically, I was born a profligate myself a citizen of the N C R.",1
100,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a54_2.wav,"My family lived not far from the great bone yard. After raiders killed my father, my mother sought the follower's protection. I was two years old.",1
101,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a54_3.wav,She found work at their library cooking and cleaning. I learned how to read and soon I was taking courses free of charge.,1
102,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a55_2.wav,"Oh yes. Raised in that tradition and the teaching stuck, I was taught. it was my responsibility to bring the torch of knowledge to the waste.",1
103,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a55_6.wav,I may have taken the torch part more literally than they intended.,1
104,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a56_1.wav,"Do you want my opinion as a former citizen or future conqueror? Actually my opinions the same Either way,",1
105,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a56_6.wav,"As a young man, I was taught to venerate President Tandy of Shady Sands, the founding mother of the New California Republic.",1
106,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a56_7.wav,"Did you know her presidency lasted fifty two years and that her father, pradesh was the Republic's first president?",1
107,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00124a56_8.wav,Does that sound like a democracy to you? Or a hereditary dictatorship?,1
108,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445f7_1.wav,"Good. Don't know what kind of security he has inside the Lucky Thirty Eight, but if you can find a way of catching him off guard, do so.",1
109,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445f8_1.wav,I don't have to explain the reasoning behind my commands. I just give them and you do them.,1
110,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445f8_2.wav,"That's said, every once in a while I hear something so ignorant I have to respond, this is one of those times.",1
111,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445f8_3.wav,"The profligates morale is in the shidder. They've occupied the Mohavi for years, getting picked off one by one they were told it'd be easy.",1
112,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445f8_4.wav,They keep being told that Victory is right around the corner that Vegas will roll over become the sixth state of their little union.,1
113,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445f8_5.wav,"It's President Kimball who's been telling them that when he dies, the enormity of his lies will come crashing down the punch line to a bad joke.",1
114,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445fa_1.wav,"If I say the Brotherhood should be destroyed, it's necessary.",1
115,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445fa_2.wav,"My legion can win a fight against a Brotherhood of Steel, but it would be costly. Your job is to make sure there's no brotherhood for us to fight.",1
116,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445fd_1.wav,"Is that right? You are good, aren't you?",1
117,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001445fd_2.wav,"If the boomers are out of the picture, I can focus on other preparations, but not without first rewarding your initiative. Now moving on,",1
118,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144600_1.wav,Good! Two of my scouts have reported seeing patrols of men in power armor near Hidden Valley. Begin your search there.,1
119,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144601_1.wav,He destroyed the Brotherhood's bunker very well.,1
120,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144601_2.wav,I'll trust your word and reward you as though you wreaked this destruction at my behest.,1
121,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144601_3.wav,"Of course, if the Brotherhood should suddenly rise up to oppose my rule, you will be held responsible. Now moving on.",1
122,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144604_1.wav,Then get yourself back there and get it done.,1
123,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144606_1.wav,I want you to destroy whatever you find in there and then I want you to come back here and tell me about it.,1
124,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144607_1.wav,One of my frumentaria set up camp near Hoover Dam. His name is Cato Hostilus.,1
125,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144607_2.wav,That's what I like to hear.,1
126,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144607_3.wav,"Go to him, he'll have further instructions.",1
127,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144609_1.wav,Is that so? you are good? Aren't you?,1
128,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144609_2.wav,"If the boomers will to the line, I can focus on other preparations, but not without first rewarding your initiative. Now moving on.",1
129,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_0014460b_1.wav,The leader of the tribe is a woman named Marjory. My understanding is that she strongly opposes a reversion to cannibalism.,1
130,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_0014460b_2.wav,"If she's intractable, you might find Mortimer her second in command, more flexible.",1
131,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_0014460e_1.wav,"Now take the platinum chip, go down to that bunker or whatever it is and destroy whatever Gismo. Happy brahman chit you find.",1
132,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_0014460e_2.wav,I'm not asking you to do this. I'm telling you.,1
133,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_0014460e_3.wav,"And just in case you're thinking of slipping away now that you've finally got that platinum chip in your hands,",1
134,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_0014460e_4.wav,"Go ahead, try that and I'll have you hunted down and your head mounted on a pole. Now get to it wall.",1
135,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_0014460f_1.wav,I'm not asking you to do this. I'm telling you.,1
136,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_0014460f_2.wav,"Now take the platinum chip, go down to that bunker or whatever it is and destroy whatever gismo happy brahman shit you find. Now get to it, Wally!",1
137,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144626_1.wav,Very well. This latest victory brings to a close my efforts to reshape the power balance of the Mohavi. And not a minute too soon.,1
138,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c14_1.wav,"And you think the value of their attack on Helios, the chaos it will set behind the profligates lines, is worth letting them live.",1
139,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c14_2.wav,"All right, let it be so. The Brotherhood will have to be dealt with eventually, but for the moment, they live to serve.",1
140,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c15_1.wav,And you think they'll stop at that? How long before the attack the day or Vegas.,1
141,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c15_2.wav,The risks outweigh the rewards. Go back to their bunker and finish the job.,1
142,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c16_1.wav,"All right, that's a start, but now you have to convince them to support my legion.",1
143,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c16_2.wav,Tell them they'll be allowed to continue practising their dietary habits without interruption. They can eat a portion of what they conquer.,1
144,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c17_1.wav,Good. Your first challenge will be to reach their settlement without getting blown up after. That should be easy.,1
145,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c2d_1.wav,"When I command you to complete a mission, you will complete it or you should die in the attempt.",1
146,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c2d_2.wav,"You lost me a great opportunity to deal a blow to the profligate's morale. If not for the service you've rendered unto me, I'd have you crucified.",1
147,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_00144c2d_3.wav,"I will overlook this error, but only because I think you can still be useful.",1
148,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001529c0_1.wav,"Oh, I'll give you the platinum chip and then you'll use it exactly like I tell you to.",1
149,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001529c1_1.wav,What else? then?,1
150,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001529c2_1.wav,A perfectly satisfactory way of resolving the threat they posed. It's impressive that you made it through their barrage.,1
151,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001529c2_2.wav,"Now as for your next assignment,",1
152,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001529c3_1.wav,I have eyes and ears everywhere. It behoves me not to invade the west blind and deaf.,1
153,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001529c3_2.wav,It hasn't been hard to track your progress. It's not as though you'd been keeping a low profile.,1
154,data/uberduck-multispeakerwavs/vdialoguec_vdialoguecaesar_001529c5_1.wav,Wolves is the best of my frumentari. A remarkable individual from an unremarkable tribe south of the Utah.,1
